bathrooms,description,floor,location1,location2,price,price_m2,rooms,size,location,position
1.0,"Piso en venta zona parque de los estados de fuenlabrada!!!!!

Piso de 75m², 4 dormitorios, cocina amueblada, s...",,Parque de los Estados,Avanzada-La Cueva (Fuenlabrada),128.000,1.706,4.0,75,"Parque de los Estados, Avanzada-La Cueva (Fuenlabrada)",
3.0,"Piso totalmente exterior, con garaje en urbanización con jardines, canchas de baloncesto, fútbol, zona infantil,...",3ª,Avenida de Burgos,Castilla (Distrito Chamartín. Madrid Capital),670.000,3.641,3.0,184,"Avenida de Burgos, Castilla (Distrito Chamartín. Madrid Capital)",
1.0,"Venta de piso ideal para familias, zona parque europa de fuenlabrada!!!!

Piso de 90m², salón comedor con acce...",,Parque Europa,Cerro-El Molino (Fuenlabrada),135.000,1.500,3.0,90,"Parque Europa, Cerro-El Molino (Fuenlabrada)",
2.0,"Portal 7, 4º D. Piso en un inmueble de obra nueva de 87 m2 de superficie construida y situado en la zona de Arga...",4ª,"Avenida de Berlín,  2",Centro (Arganda del Rey),189.000,2.179,2.0,87,"Avenida de Berlín,  2, Centro (Arganda del Rey)",
2.0,"Zona de Plaza España -La vivienda se encuentra distribuida en salón, cocina, cinco dormitorios y dos baños. nece...",3ª,calle Arriaza,Argüelles (Distrito Moncloa-Aravaca. Madrid Capital),535.035,3.992,5.0,134,"calle Arriaza, Argüelles (Distrito Moncloa-Aravaca. Madrid Capital)",
1.0,Venta vivienda en madrid.,,calle CL Jose Ortega y Gasset,Lista (Distrito Salamanca. Madrid Capital),300.000,4.918,2.0,61,"calle CL Jose Ortega y Gasset, Lista (Distrito Salamanca. Madrid Capital)",
1.0,"""garsierra. Vivienda procedente de banco. Estupendo piso de 3 dormitorio, baño completo, salón y cocina. Financi...",planta,"calle Plaza del Jazmin, nº 3",Rinconada (Distrito Reyes Católicos. Alcalá de Henares),93.700,1.419,3.0,66,"calle Plaza del Jazmin, nº 3, Rinconada (Distrito Reyes Católicos. Alcalá de Henares)",
1.0,"""no cobramos honorarios a la parte compradora ""
Se vende vivienda en tercera planta interior a dos amplios pati...",,calle de Doctor Esquerdo,Fuente del Berro (Distrito Salamanca. Madrid Capital),225.000,5.357,2.0,42,"calle de Doctor Esquerdo, Fuente del Berro (Distrito Salamanca. Madrid Capital)",
1.0,Fantástico piso para entrar a vivir en la zona del Val. Esta propiedad que se encuentra en buen estado fue compl...,2ª,El Val,El Val (Distrito El Val. Alcalá de Henares),109.000,1.816,2.0,60,"El Val, El Val (Distrito El Val. Alcalá de Henares)",
2.0,"Piso barrio de los Arroyos. Excelentemente comunicado. Metro a 700 metros, centro de salud a 150 metros. Cerca d...",2ª,"Avenida Castilla y León, nº 39",Arroyos y Tempranales (San Sebastián de los Reyes),290.000,,3.0,,"Avenida Castilla y León, nº 39, Arroyos y Tempranales (San Sebastián de los Reyes)",
,"Vivienda que se ubica en la nueva plaza mayor de venturada, a 40 minutos de madrid.",," Parador, Del",Venturada,104.200,1.031,2.0,101," Parador, Del, Venturada",
1.0,"Inmobiliaria Casa Real
REF_1630 Piso de 60m2 en el centro de la bonita localidad de San Lorenzo del Escorial. Ce...",2ª,calle Pozas,Centro-La Estación-Prado de La Laguna (San Lorenzo de El Escorial),120.000,1.846,1.0,65,"calle Pozas, Centro-La Estación-Prado de La Laguna (San Lorenzo de El Escorial)",
3.0,"RINSA INVERSORES VENDE MAGNIFICO PISO:Cuatro dormitorios,más el de servicio,dos baños,uno de ellos en suite,más ...",,calle Edgar Neville,Cuatro Caminos (Distrito Tetuán. Madrid Capital),960.000,3.555,5.0,270,"calle Edgar Neville, Cuatro Caminos (Distrito Tetuán. Madrid Capital)",
2.0,"C.r. Homes inmobiliaria vende estupendo piso en parla-este.

La vivienda de 110 m² se compone de 3 dormitorios...",5ª,Parla - Este,Parla Este (Parla),167.990,1.527,3.0,110,"Parla - Este, Parla Este (Parla)",
2.0,"Piso de 107 metros con tres dormitorios, uno de ellos con baño en suite, un segundo baño completo  en la viviend...",,calle Federico Carlos Sainz de Robles,Valdezarza (Distrito Moncloa-Aravaca. Madrid Capital),460.000,4.299,3.0,107,"calle Federico Carlos Sainz de Robles, Valdezarza (Distrito Moncloa-Aravaca. Madrid Capital)",
4.0,Exclusivo piso muy luminoso para reformar en una octava planta en pleno Barrio de Salamanca. La vivienda tiene 1...,,Salamanca - Castellana,Castellana (Distrito Salamanca. Madrid Capital),1.570.000,8.440,5.0,186,"Salamanca - Castellana, Castellana (Distrito Salamanca. Madrid Capital)",
2.0,Oportunidad¡¡ Vendemos piso de fondo de inversión en torrejon de ardoz¡¡  Vendemos vivienda vivienda en planta 1...,,"calle  Puerto de Navacerrada, Piso de Fondo de Inversión",Zona Noroeste (Torrejón de Ardoz),187.400,2.015,2.0,93,"calle  Puerto de Navacerrada, Piso de Fondo de Inversión, Zona Noroeste (Torrejón de Ardoz)",
1.0,Magnífico apartamento de 55 metros cuadrados en la Calle Clara del Rey en la zona de Prosperidad. Está totalment...,,Apartamento en Prosperidad,Ciudad Jardín (Distrito Chamartín. Madrid Capital),261.000,4.745,1.0,55,"Apartamento en Prosperidad, Ciudad Jardín (Distrito Chamartín. Madrid Capital)",
2.0,"""no cobramos honorarios a la parte compradora""
En el corazón del barrio salamanca, inmejorable zona próximo al ...",,Recoletos,Recoletos (Distrito Salamanca. Madrid Capital),900.000,15.254,,59,"Recoletos, Recoletos (Distrito Salamanca. Madrid Capital)",
2.0,"Piso exterior con reforma antigua.
Cocina amueblada con salida a terraza y trastero, cerrada en aluminio. 
2 b...",,calle Empecinado,Sur-Este (Móstoles),190.000,1.900,3.0,100,"calle Empecinado, Sur-Este (Móstoles)",
1.0,"¡Piso a reformar en periodo de transparencia!!!!

Vivienda situada en la calle romero, localidad de álamo (el)...",,calle Romero,El Álamo,79.174,2.139,1.0,37,"calle Romero, El Álamo",
4.0,"Ref 4492RN. Majadahonda, Monte del Pilar, piso en perfecto estado, primera planta,  230 m2,   amplio distribuido...",,Majadahonda - Zona Monte El Pilar,Zona Monte del Pilar (Majadahonda),890.000,3.869,5.0,230,"Majadahonda - Zona Monte El Pilar, Zona Monte del Pilar (Majadahonda)",
1.0,"Exclusivo piso en Obra Nueva de 2005 en el corazón de El Viso
Fantástico apartamento de un dormitorio en obra nu...",,Chamartín - El Viso,El Viso (Distrito Chamartín. Madrid Capital),780.000,8.041,1.0,97,"Chamartín - El Viso, El Viso (Distrito Chamartín. Madrid Capital)",
2.0,"Pro Realty gestiona, sin cobrar honorarios al comprador, la venta de esta preciosa vivienda ubicada en el centro...",1ª,Casco Urbano,Centro (Las Rozas de Madrid),349.800,3.606,3.0,97,"Casco Urbano, Centro (Las Rozas de Madrid)",
2.0,PISO EN ACACIAS  Piso de 4 habitaciones en Acacias  Estupendo piso reformado y luminoso en urbanización con pisc...,,Acacias,Imperial (Distrito Arganzuela. Madrid Capital),750.000,4.838,4.0,155,"Acacias, Imperial (Distrito Arganzuela. Madrid Capital)",
1.0,Piso para entrar a vivir en el centro de Alcalá de Henares. Es exterior y está en una planta baja.La vivienda ne...,0,Rinconada,Rinconada (Distrito Reyes Católicos. Alcalá de Henares),100.000,1.538,3.0,65,"Rinconada, Rinconada (Distrito Reyes Católicos. Alcalá de Henares)",
1.0,Gran oportunidad!! Vivienda situada en parla~ ~ piso situado en buena zona de la población madrileña de parla (m...,4ª,calle Reina Victoria,Las Américas (Parla),109.500,1.403,3.0,78,"calle Reina Victoria, Las Américas (Parla)",
2.0,"Rinsa inversores ofrece
Excepcional vivienda dada su situación.
Ubicado en la zona de chamartin-nueva españa, ...",,calle Santa Maria Magdalena,Nueva España (Distrito Chamartín. Madrid Capital),500.000,4.545,3.0,110,"calle Santa Maria Magdalena, Nueva España (Distrito Chamartín. Madrid Capital)",
2.0,"Superf. 110 m²,  3 habitaciones (3 individuales),  2 baños, jardín, garaje, exterior, piscina, Estado certificac...",3ª,calle Gondola,Alameda de Osuna (Distrito Barajas. Madrid Capital),475.000,4.318,3.0,110,"calle Gondola, Alameda de Osuna (Distrito Barajas. Madrid Capital)",
2.0,"Vivienda individual, primera planta que consta de 2 dormitorios, 2 baños, cocina y salón.",,"Avenida Paz, nº 19",Orusco de Tajuña,51.738,718,2.0,72,"Avenida Paz, nº 19, Orusco de Tajuña",
1.0,"Superficie construida comprobada por tasaespaña: 54m²
Superficie útil comprobada por tasaespaña: 46 m²
Superfi...",4ª,Apartamento en calle Gutierre de Cetina,Pueblo Nuevo (Distrito Ciudad Lineal. Madrid Capital),175.000,3.240,1.0,54,"Apartamento en calle Gutierre de Cetina, Pueblo Nuevo (Distrito Ciudad Lineal. Madrid Capital)",
1.0,"Superf. 40 m²,  1 habitación individual,  1 baño, Estado certificación: , Apartamento reformado a estrenar, saló...",0,Apartamento en calle Tablada,Berruguete (Distrito Tetuán. Madrid Capital),119.000,2.975,1.0,40,"Apartamento en calle Tablada, Berruguete (Distrito Tetuán. Madrid Capital)",
2.0,"Piso en  Collado Villalba en la zona de Los Belgas.
 La vivienda consta de 3 dormitorios con armarios empotrados...",1ª,Villalba Estación,Villalba Estación (Collado Villalba),178.000,1.780,3.0,100,"Villalba Estación, Villalba Estación (Collado Villalba)",
2.0,"Precioso piso exterior muy bien situado, con todo tipo de servicios en la zona, colegios y bien comunicado por t...",,Chamartín - Prosperidad,Prosperidad (Distrito Chamartín. Madrid Capital),650.000,6.018,3.0,108,"Chamartín - Prosperidad, Prosperidad (Distrito Chamartín. Madrid Capital)",
2.0,"Gran oportunidad!! Vivienda situada en una de las mejores zonas de madrid, zona vallehermoso.
 
 Vivienda situ...",,"calle Sotomayor, nº 6",Vallehermoso (Distrito Chamberí. Madrid Capital),382.500,3.787,2.0,101,"calle Sotomayor, nº 6, Vallehermoso (Distrito Chamberí. Madrid Capital)",
2.0,"Se vende bonito piso exterior en zona los valles, consta de 2 habitaciones ( uno tipo suite con amplio vestidor)...",2ª,Los Valles,Los Valles (Collado Villalba),195.000,1.893,2.0,103,"Los Valles, Los Valles (Collado Villalba)",
2.0,"Tasaespaña garantiza la veracidad del 100% de la información aparecida en este anuncio.

Superficies
Superfic...",1ª,calle Antonio Arias,Ibiza (Distrito Retiro. Madrid Capital),639.000,4.733,4.0,135,"calle Antonio Arias, Ibiza (Distrito Retiro. Madrid Capital)",
1.0,"Duplex en urbanización cerrada en el centro de Galapagar, municipio de la Sierra Noroeste de la Comunidad de Mad...",3ª,calle Pradomingo,Centro (Galapagar),125.000,2.906,2.0,43,"calle Pradomingo, Centro (Galapagar)",
2.0,"VT1, Portal 5, Bajo B. Piso en un inmueble de obra nueva de 95 m2 de superficie construida y situado en la zona ...",0,"calle Acuario,  S/N",Casco Histórico de Barajas (Distrito Barajas. Madrid Capital),289.900,3.059,3.0,95,"calle Acuario,  S/N, Casco Histórico de Barajas (Distrito Barajas. Madrid Capital)",
2.0,"Real Estate Fincas Sur tu inmobiliaria de confianza . Superficie de 102 m2, superficie útil 79 m2,  3 habitacion...",4ª,Hispanoamérica-Las Comunidades,Hispanoamérica-Las Comunidades (Valdemoro),155.000,1.519,3.0,102,"Hispanoamérica-Las Comunidades, Hispanoamérica-Las Comunidades (Valdemoro)",
2.0,"Piso en venta en alcala de henares, madrid. Tiene 122 m² distribuidos en salon, cocina independiente, 2 habitaci...",2ª,calle Santiago,Casco Histórico (Distrito Centro. Alcalá de Henares),266.000,2.180,2.0,122,"calle Santiago, Casco Histórico (Distrito Centro. Alcalá de Henares)",
1.0,"Agencia inmobiliaria de madrid zona aluche - illescas vende local en calle illescas.local en calle illescas; 
L...",1ª,Aluche,Aluche (Distrito Latina. Madrid Capital),140.000,1.555,4.0,90,"Aluche, Aluche (Distrito Latina. Madrid Capital)",
2.0,5º A. Piso en un edificio de obra nueva de 79 m2 de superficie construida y ubicado en la zona de Torrejón de Ar...,5ª,"calle Mariana Pineda,  12",Zona Noroeste (Torrejón de Ardoz),179.451,2.269,2.0,79,"calle Mariana Pineda,  12, Zona Noroeste (Torrejón de Ardoz)",
1.0,Piso en una finca de obra nueva de 49 m2 de superficie construida y emplazado en la zona de El Álamo. Está dispu...,,"calle calle San Isidro,  3",El Álamo,208.724,4.259,2.0,49,"calle calle San Isidro,  3, El Álamo",
1.0,"Superficies
Superficie construida: 65 m²
Superficie útil: 58 m²

Cuota de comunidad mensual: 65 €
Ibi anual...",4ª,calle Claudio Coello,Castellana (Distrito Salamanca. Madrid Capital),374.900,5.767,3.0,65,"calle Claudio Coello, Castellana (Distrito Salamanca. Madrid Capital)",
1.0,"Piso de 1 dormitorio en parque paris.
Zona muy bien comunicada con todos los servicios, parques, colegios, come...",1ª,Parque Paris,El Burgo-El Abajón (Las Rozas de Madrid),193.000,2.969,1.0,65,"Parque Paris, El Burgo-El Abajón (Las Rozas de Madrid)",
1.0,"Piso estupendo para entrar a vivir en zona de Cuatro Caminos, muy cercano al metro de Estrecho. La vivienda está...",1ª,Apartamento en calle de Las Mercedes,Berruguete (Distrito Tetuán. Madrid Capital),240.000,2.758,2.0,87,"Apartamento en calle de Las Mercedes, Berruguete (Distrito Tetuán. Madrid Capital)",
2.0,"VT1, Portal 1, 1º A. Piso en un edificio de obra nueva de 97 m2 de superficie construida y ubicado en la zona de...",1ª,"calle Acuario,  S/N",Casco Histórico de Barajas (Distrito Barajas. Madrid Capital),349.900,3.624,3.0,97,"calle Acuario,  S/N, Casco Histórico de Barajas (Distrito Barajas. Madrid Capital)",
1.0,"Se vende piso totalmente reformado en fuenlabrada, zona loranca. Vivienda de 79 metros con 3 dormitorios (todos ...",1ª,Loranca,Loranca- Nuevo Versalles-Parque Miraflores (Fuenlabrada),186.000,2.354,3.0,79,"Loranca, Loranca- Nuevo Versalles-Parque Miraflores (Fuenlabrada)",
2.0,"Piso de 2 dormitorios, 2 baños y terraza en finca residencial con ascensor que dispone de piscina. Está situada ...",2ª,Navalafuente,Navalafuente,74.300,1.017,2.0,73,"Navalafuente, Navalafuente",
1.0,"Sin comisión de agencia. Posibilidad de financiación 100%.
 Piso bajo en venta en calle Sierra de Meira, zona Pu...",,calle Sierra de Meira,Numancia (Distrito Puente de Vallecas. Madrid Capital),114.470,2.861,1.0,40,"calle Sierra de Meira, Numancia (Distrito Puente de Vallecas. Madrid Capital)",
2.0,"Nueva promoción de viviendas exclusivas en el Ensanche de Alcalá de Henares junto a la rotonda de McDonal´s.
 
 ...",,Ensanche,Ensanche (Distrito Ensanche-Espartales. Alcalá de Henares),250.000,2.525,3.0,99,"Ensanche, Ensanche (Distrito Ensanche-Espartales. Alcalá de Henares)",
2.0,Villanueva de la Cañada. Inmobiliaria Casa Real. Ref-0016VC Piso primera planta exterior de 66m2 utiles en plena...,1ª,Núcleo Urbano,Núcleo Urbano (Villanueva de la Cañada),212.000,2.717,2.0,78,"Núcleo Urbano, Núcleo Urbano (Villanueva de la Cañada)",
2.0,"Magnífica propiedad en edificio clásico en Recoletos
Situado en el corazón de Recoletos, en una de las calles má...",,Salamanca - Recoletos,Recoletos (Distrito Salamanca. Madrid Capital),950.000,3.740,3.0,254,"Salamanca - Recoletos, Recoletos (Distrito Salamanca. Madrid Capital)",
3.0,"Superficie construida comprobada por tasaespaña: 200 m²
Superficie útil comprobada por tasaespaña: 156 m²
Supe...",1ª,Ciudad Universitaria,Ciudad Universitaria (Distrito Moncloa-Aravaca. Madrid Capital),599.000,2.995,5.0,200,"Ciudad Universitaria, Ciudad Universitaria (Distrito Moncloa-Aravaca. Madrid Capital)",
2.0,"Bonito, luminoso, amplio....adjetivos que describen este piso frente al parque de ingenieros, cerca del hospital...",,Villaverde - los Ángeles,Los Ángeles (Distrito Villaverde. Madrid Capital),225.000,1.973,3.0,114,"Villaverde - los Ángeles, Los Ángeles (Distrito Villaverde. Madrid Capital)",
1.0,"Centro carrefour particular vende piso reformado,semiamueblado. de 85 netros",1ª,"calle San Jose, nº 9",Centro-Arroyo-La Fuente (Fuenlabrada),118.000,,2.0,,"calle San Jose, nº 9, Centro-Arroyo-La Fuente (Fuenlabrada)",
1.0,"Grupo Inmobiliario Ares vende en Alcorcón, zona San José de Valderas, una vivienda de 76m2 con 3 dormitorios, 1 ...",,Alcorcón - Valderas - los Castillos,Valderas-Los Castillos-Parque Lisboa (Alcorcón),100.000,1.315,3.0,76,"Alcorcón - Valderas - los Castillos, Valderas-Los Castillos-Parque Lisboa (Alcorcón)",
1.0,"Local adaptado como vivienda
La vivienda está en planta calle, sin escaleras
75 m², salón-comedor, 2 dormitori...",0,Centro,Cercedilla,90.000,1.084,2.0,83,"Centro, Cercedilla",
1.0,"Piso amueblado en venta en Puente de Vallecas, zona tranquila muy bien comunicada con M30 y A3. Para entrar a vi...",2ª,Puente de Vallecas,Numancia (Distrito Puente de Vallecas. Madrid Capital),170.000,2.833,3.0,60,"Puente de Vallecas, Numancia (Distrito Puente de Vallecas. Madrid Capital)",
2.0,7º A Port.7 Tipo 21. Piso en una finca de obra nueva de 119 m2 de superficie construida y emplazado en la zona d...,,"calle Londres Cruce Con C/ Río Guadiana,  S/N",Zona Noreste (Torrejón de Ardoz),342.900,2.881,3.0,119,"calle Londres Cruce Con C/ Río Guadiana,  S/N, Zona Noreste (Torrejón de Ardoz)",
1.0,"1 salon amplio.1 baño amplio,1 dormitorio amplio y 1 cocina con pequeño patio.",,Valdemorillo - Cerro de Alarcón - Puente La Sierra - Mirador del Romero,Valdemorillo,115.000,1.916,1.0,60,"Valdemorillo - Cerro de Alarcón - Puente La Sierra - Mirador del Romero, Valdemorillo",
1.0,"Piso en venta, en unas de las mejores Urbanizaciones de Alpedrete, Las Rocas, en plena naturaleza.
La vivienda p...",2ª,"Avenida de Las Rocas, nº 63",Alpedrete,150.000,1.612,3.0,93,"Avenida de Las Rocas, nº 63, Alpedrete",
2.0,"Inmobiliaria Eduardo Molet pone en venta este LUMINOSO piso EXTERIOR situado en una cuarta y última planta.
 
  ...",4ª,calle Alcala,Quintana (Distrito Ciudad Lineal. Madrid Capital),261.000,2.690,3.0,97,"calle Alcala, Quintana (Distrito Ciudad Lineal. Madrid Capital)",
1.0,"Oferta !!!!!! - calle rio jarama ref-a330258
Vivienda en leganés en la calle rio jarama que dispone de 2 dormit...",1ª,calle Rio Jarama,Centro (Leganés),99.300,1.712,2.0,58,"calle Rio Jarama, Centro (Leganés)",
1.0,"Tasaespaña garantiza la veracidad del 100% de la información aparecida en este anuncio.

Superficie construida...",1ª,Malasaña,Justicia-Chueca (Distrito Centro. Madrid Capital),260.000,5.200,,50,"Malasaña, Justicia-Chueca (Distrito Centro. Madrid Capital)",
2.0,"Fabuloso piso ubicado en la mejor urbanización privada de Hoyo de Manzanares, en su fase más moderna. Se trata d...",,Hoyo de Manzanares,Hoyo de Manzanares,245.000,2.008,3.0,122,"Hoyo de Manzanares, Hoyo de Manzanares",
2.0,"¡¡Piso en loranca con plaza de garaje, trastero y terraza abierta!! Se vende piso en fuenlabrada. Zona loranca. ...",4ª,Loranca,Loranca- Nuevo Versalles-Parque Miraflores (Fuenlabrada),196.000,2.419,3.0,81,"Loranca, Loranca- Nuevo Versalles-Parque Miraflores (Fuenlabrada)",
3.0,Amplia vivienda de 4 dormitorios con 3 baños con excelentes vistas y mucha luminosidad en una de las mejores zon...,planta,Costillares,Costillares (Distrito Ciudad Lineal. Madrid Capital),560.000,4.307,4.0,130,"Costillares, Costillares (Distrito Ciudad Lineal. Madrid Capital)",
2.0,Coqueto piso de 3 habitaciones y 2 baños en urbanizacion con piscina situado en casco urbano de pelayos de la pr...,2ª,calle Valdeyernos,Pelayos de La Presa,94.310,1.003,3.0,94,"calle Valdeyernos, Pelayos de La Presa",
2.0,"Luminoso piso ubicado en la calle Samaniego, en una de las mejores fincas de la zona. Cuenta con piscina, zonas ...",4ª,calle Samaniego,Rejas (Distrito San Blas. Madrid Capital),269.000,3.586,2.0,75,"calle Samaniego, Rejas (Distrito San Blas. Madrid Capital)",
2.0,"Sin comisión para comprador. Piso de 84 m², construido en año 2008, en urbanización nuevo parque, una de las más...",,calle Platino,Zona Sureste (Torrejón de Ardoz),220.000,2.588,2.0,85,"calle Platino, Zona Sureste (Torrejón de Ardoz)",
2.0,Piso en un inmueble de obra nueva de 96 m2 de superficie construida y situado en la zona de Madrid Capital. Está...,,Costillares,Costillares (Distrito Ciudad Lineal. Madrid Capital),568.000,5.916,2.0,96,"Costillares, Costillares (Distrito Ciudad Lineal. Madrid Capital)",
2.0,"ESTUDIO HOME MADRID OFRECE espectacular piso de 131 m2, situado en la calle Santa Engracia en pleno barrio de Ch...",,calle Santa Engracia,Ríos Rosas (Distrito Chamberí. Madrid Capital),625.000,4.770,5.0,131,"calle Santa Engracia, Ríos Rosas (Distrito Chamberí. Madrid Capital)",
1.0,"Amr inmobiliaria vende impresionante apartamento con garaje para 2 vehículos en el centro de fuenlabrada

Disp...",1ª,Centro,Centro-Arroyo-La Fuente (Fuenlabrada),148.000,1.947,1.0,76,"Centro, Centro-Arroyo-La Fuente (Fuenlabrada)",
5.0,"En la zona de Almagro, encontramos esta estupenda vivienda ubicada muy cerca de la calle Miguel Ángel, en un bon...",,Chamberí - Almagro,Almagro (Distrito Chamberí. Madrid Capital),2.000.000,6.024,4.0,332,"Chamberí - Almagro, Almagro (Distrito Chamberí. Madrid Capital)",
2.0,Precioso inmueble de  390m2 con p/p de comunes. 800 de gastos de comunidad.  IBI. 3300. Calefacción y agua calie...,1ª,Apartamento en calle de Almagro,Almagro (Distrito Chamberí. Madrid Capital),2.560.000,6.632,4.0,386,"Apartamento en calle de Almagro, Almagro (Distrito Chamberí. Madrid Capital)",
3.0,"inmobiliaria emmanuel 91 5753491, ofrece vivienda exclusiva en el Barrio de Jerónimos, totalmente reformado a es...",3ª,Retiro,Jerónimos (Distrito Retiro. Madrid Capital),2.650.000,10.392,3.0,255,"Retiro, Jerónimos (Distrito Retiro. Madrid Capital)",
2.0,"Se vende bonito piso en parque de la coruña de 120m2 ,4 habitaciones ,2 baños completos ,1 con plato de ducha,re...",1ª,Parque de La Coruña-Las Suertes,Parque de La Coruña-Las Suertes (Collado Villalba),179.000,1.376,4.0,130,"Parque de La Coruña-Las Suertes, Parque de La Coruña-Las Suertes (Collado Villalba)",
,Edificio industrial en venta en Carabanchel. Está situado en el Polígono Aguacate por lo que está perfectamente ...,0,Carabanchel,Buenavista (Distrito Carabanchel. Madrid Capital),6.000.000,,,,"Carabanchel, Buenavista (Distrito Carabanchel. Madrid Capital)",
2.0,"Nueva promoción de viviendas en la zona de El Olivar. 
 Estupendas viviendas de 3 y 4 dormitorios con amplias te...",1ª,Garena,Garena (Distrito Chorrillo-Garena. Alcalá de Henares),255.983,1.542,3.0,166,"Garena, Garena (Distrito Chorrillo-Garena. Alcalá de Henares)",
1.0,"GILMAR CONSULTING INMOBILIARIO- AVENIDA AMERICA (Tlf. 917717799) les ofrece en el distrito de Chamartín, en la m...",,Prosperidad,Ciudad Jardín (Distrito Chamartín. Madrid Capital),340.000,4.250,3.0,80,"Prosperidad, Ciudad Jardín (Distrito Chamartín. Madrid Capital)",
2.0,"Amplia y luminosa vivienda en el centro de Madrid, en una de las mejores calles de Almagro, una zona con encanto...",,Chamberí - Almagro,Almagro (Distrito Chamberí. Madrid Capital),725.000,5.846,3.0,124,"Chamberí - Almagro, Almagro (Distrito Chamberí. Madrid Capital)",
2.0,"Superf. 115 m²,  3 habitaciones (3 individuales),  1 baño,  1 aseo, Estado certificación: , Muy interesante. Pis...",6ª,Avenida Reina Victoria,Bellas Vistas (Distrito Tetuán. Madrid Capital),457.000,3.973,3.0,115,"Avenida Reina Victoria, Bellas Vistas (Distrito Tetuán. Madrid Capital)",
1.0,"""""garsierra. vivienda procedente de banco. estupendo piso de 2 dormitorio, baños completo, salón y cocina. Finan...",2ª,"calle Garcia Llamas, nº 42",San Diego (Distrito Puente de Vallecas. Madrid Capital),166.400,1.957,2.0,85,"calle Garcia Llamas, nº 42, San Diego (Distrito Puente de Vallecas. Madrid Capital)",
2.0,"Piso de 3 habitaciones en Delicias  Vivienda exterior con terraza en el barrio de Delicias, junto a la glorieta ...",,Delicias,Delicias (Distrito Arganzuela. Madrid Capital),375.000,3.676,3.0,102,"Delicias, Delicias (Distrito Arganzuela. Madrid Capital)",
2.0,"No cobramos honorarios al comprador. Trato directo con la propiedad, total transparencia. Impuestos y gastos no ...",,Rosas - San Blas,Rosas (Distrito San Blas. Madrid Capital),295.000,2.500,2.0,118,"Rosas - San Blas, Rosas (Distrito San Blas. Madrid Capital)",
2.0,"Sin comisión de agencia. 
 Piso en venta en Avenida Isabel de Valois, Zona de Sanchinarro, 28050 Madrid. 102 m. ...",,calle Isabel de Valois,Sanchinarro (Distrito Hortaleza. Madrid Capital),466.800,4.576,2.0,102,"calle Isabel de Valois, Sanchinarro (Distrito Hortaleza. Madrid Capital)",
2.0,"Altura piso 1º, piso superficie total 73.5 m², superficie útil 73.5 m², habitaciones dobles: 2, 2 baños, antigüe...",1ª,Iglesia,Navalafuente,74.300,1.010,2.0,74,"Iglesia, Navalafuente",
3.0,"Piso de 162 m², en excelente ubicación situado en la mejor zona de Madrid a solo 1 min del Paseo la Castellana. ...",3ª,"Apartamento en calle Cuatro Amigos, Madrid, nº 1",Almenara (Distrito Tetuán. Madrid Capital),625.000,3.858,4.0,162,"Apartamento en calle Cuatro Amigos, Madrid, nº 1, Almenara (Distrito Tetuán. Madrid Capital)",
1.0,"Piso reformado, totalmente exterior muy luminoso y con vistas despejadas. Consta de salón comedor, tres dormitor...",3ª,calle Pardo de Santallana,Carlos Ruiz (Collado Villalba),140.000,1.666,3.0,84,"calle Pardo de Santallana, Carlos Ruiz (Collado Villalba)",
2.0,"Frente al Palacio Real de Madrid, en una de las calles del barrio de los Austrias, encontramos este inmueble con...",,Centro - Palacio,Palacio (Distrito Centro. Madrid Capital),748.000,7.480,2.0,100,"Centro - Palacio, Palacio (Distrito Centro. Madrid Capital)",
1.0,Una excelente oportunidad para adquirir una vivienda en propiedad en el centro de un municipio con todos los ser...,,San Martín de Valdeiglesias,San Martín de Valdeiglesias,27.000,675,2.0,40,"San Martín de Valdeiglesias, San Martín de Valdeiglesias",
1.0,"Piso de  68,43 m2 . Dispone de  2 dormitorios, 1 baño y terraza, llamenos e informese sin compromiso,necesita me...",5ª,Chinchon,Chinchón,43.650,641,2.0,68,"Chinchon, Chinchón",
1.0,"Tasaespaña garantiza la veracidad del 100% de la información aparecida en este anuncio.

Superficie construida...",2ª,calle García Paredes,Almagro (Distrito Chamberí. Madrid Capital),335.000,5.403,,62,"calle García Paredes, Almagro (Distrito Chamberí. Madrid Capital)",
1.0,"Cliventa - no cobramos al comprador. ""oportunidad inversores""

Bonito piso a la venta de 120 metros con dos te...",5ª,calle calle Florencia,Zona Noreste (Torrejón de Ardoz),190.000,1.583,3.0,120,"calle calle Florencia, Zona Noreste (Torrejón de Ardoz)",
2.0,"Estupendo piso en urbanización cerrada en el guijo: oportunidad de precio!!!
Amplio piso de 130 metros cuadrado...",1ª,calle Arenisca,El Guijo-Colonia España (Galapagar),199.000,1.530,3.0,130,"calle Arenisca, El Guijo-Colonia España (Galapagar)",
1.0,EXPECTACULAR APARTAMENTO EN PUEBLO NUEVO PARA ENTRAR   vivienda de 1 dormitorio en Pueblo Nuevo  Acogedor aparta...,,Pueblo Nuevo,Pueblo Nuevo (Distrito Ciudad Lineal. Madrid Capital),155.000,3.039,1.0,51,"Pueblo Nuevo, Pueblo Nuevo (Distrito Ciudad Lineal. Madrid Capital)",
2.0,"Amr inmobiliaria vende impresionante piso amueblado con garaje y trastero en  fuenlabrada-el naranjo""

Dispone...",4ª,Fuenlabrada,Naranjo-La Serna (Fuenlabrada),199.900,2.221,3.0,90,"Fuenlabrada, Naranjo-La Serna (Fuenlabrada)",
